"","rate","error"
"1387",1346,10.5
"1388",1364,6.2
"1389",1300,10.4
"1390",1334,12.5
"1391",1380,8.8
"1392",1406,16.2
"1393",1391,13.1
"1394",1399,13.1
"1395",1380,7.7
"1396",1407,13.5
"1397",1426,12.4
"1398",1405,13.7
"1399",1421,9.2
"1400",1448,6.4
"1401",1461,9.3
"1402",1401,11.2
"1403",1353,8.7
"1404",1412,10.1
"1405",1424,14.6
"1406",1389,15
"1407",1366,9.1
"1408",1466,10.9
"1409",1372,9.3
"1410",1400,15
"1411",1394,7
"1412",1406,8.5
"1413",1380,8.6
"1414",1413,15.8
"1415",1466,9.1
"1416",1426,11.2
"1417",1370,6.8
"1418",1395,11.3
"1419",1381,12.1
"1420",1418,13.8
"1421",1422,10.9
"1422",1427,8.6
"1423",1411,13.8
"1424",1418,14.9
"1425",1344,9
"1426",1468,13.2
"1427",1411,11
"1428",1350,14.3
"1429",1345,11.9
"1430",1376,14.2
"1431",1333,9.8
"1432",1352,13.3
"1433",1347,8.8
"1434",1390,7.9
"1435",1407,14.7
"1436",1439,10.9
"1437",1390,9.3
"1438",1404,10.3
"1439",1398,14.7
"1440",1380,10.1
"1441",1387,9.8
"1442",1450,12.9
"1443",1391,10.2
"1444",1313,13.6
"1445",1357,11.9
"1446",1409,10.7
"1447",1438,9.3
"1448",1446,10
"1449",1394,13.6
"1450",1383,11
"1451",1477,10.3
"1452",1349,14.6
"1453",1358,9.4
"1454",1380,10.1
"1455",1436,11.6
"1456",1406,10.7
"1457",1391,10
"1458",1456,9.4
"1459",1480,12.9
"1460",1353,9.4
"1461",1407,10.4
"1462",1400,15.4
"1463",1326,11.2
"1464",1406,10.4
"1465",1326,6.3
"1466",1400,8.3
"1467",1427,11.3
"1468",1399,7.9
"1469",1382,14.2
"1470",1363,11.2
"1471",1387,7.5
"1472",1414,13.7
"1473",1413,10.7
"1474",1386,10.4
"1475",1360,9.5
"1476",1396,16.9
"1477",1377,12.2
"1478",1386,7.7
"1479",1393,13.3
"1480",1353,10.9
"1481",1309,9.2
"1482",1361,15.3
"1483",1382,17.2
"1484",1411,7.9
"1485",1337,8.4
"1486",1420,13.4
"1487",1457,9.4
"1488",1342,11
"1489",1400,14.3
"1490",1384,14.7
"1491",1443,7.5
"1492",1459,14
"1493",1426,7.2
"1494",1337,11.3
"1495",1342,9.3
"1496",1356,8.3
"1497",1392,13.6
"1498",1403,10.7
"1499",1438,8.4
"1500",1372,15.2
"1501",1382,10.9
"1502",1337,14.5
"1503",1396,10.2
"1504",1312,8.5
"1505",1415,12.4
"1506",1377,11.3
"1507",1352,11
"1508",1343,15.8
"1509",1419,8.3
"1510",1385,9.5
"1511",1358,12.3
"1512",1446,4.8
"1513",1417,11
"1514",1451,9.2
"1515",1407,7.9
"1516",1446,14.6
"1517",1403,14.4
"1518",1387,10
"1519",1387,9.6
"1520",1367,15.2
"1521",1377,10.7
"1522",1399,7.4
"1523",1512,8
"1524",1433,6.8
"1525",1443,9.7
"1526",1411,10.6
"1527",1422,5.3
"1528",1357,9.8
"1529",1456,10.8
"1530",1433,10.8
"1531",1356,7.6
"1532",1369,8.8
"1533",1457,8.8
"1534",1404,7.9
"1535",1369,10.2
"1536",1426,10.7
"1537",1410,9
"1538",1401,9.3
"1539",1410,9.8
"1540",1423,12.1
"1541",1361,12.2
"1542",1376,9.1
"1543",1301,13.3
"1544",1358,10
"1545",1411,8.5
"1546",1392,17.4
"1547",1404,8.7
"1548",1452,10.6
"1549",1398,9.1
"1550",1382,12.9
"1551",1327,13.2
"1552",1387,10.9
"1553",1367,11.7
"1554",1410,11.4
"1555",1334,10
"1556",1400,13.1
"1557",1298,7.6
"1558",1439,13
"1559",1403,9.3
"1560",1455,9.7
"1561",1417,11.4
"1562",1444,11.1
"1563",1362,14.3
"1564",1406,13.4
"1565",1374,8.4
"1566",1359,10.5
"1567",1375,9.7
"1568",1392,12.8
"1569",1405,12.3
"1570",1340,12.9
"1571",1407,12.4
"1572",1312,8
"1573",1381,7
"1574",1404,6.7
"1575",1368,9.1
"1576",1394,13.4
"1577",1446,10.3
"1578",1450,11.1
"1579",1418,20.5
"1580",1506,9.6
"1581",1440,13.8
"1582",1390,12.6
"1583",1346,12.7
"1584",1325,10
"1585",1370,9.9
"1586",1464,11.3
"1587",1364,10.9
"1588",1415,12.5
"1589",1423,8.6
"1590",1432,13.2
"1591",1447,14.4
"1592",1393,9.5
"1593",1427,14.9
"1594",1399,8.9
"1595",1370,10.8
"1596",1418,15.6
"1597",1457,10.3
"1598",1434,13.1
"1599",1411,12
"1600",1456,7.3
"1601",1403,8.6
"1602",1419,11.2
"1603",1327,8.6
"1604",1432,11.9
"1605",1317,10.5
"1606",1368,10.6
"1607",1394,11.1
"1608",1380,10.9
"1609",1378,10.8
"1610",1414,8.4
"1611",1375,11.8
"1612",1399,9.1
"1613",1428,10
"1614",1409,8.6
"1615",1422,11.9
"1616",1355,13.6
"1617",1387,13.1
"1618",1418,10.5
"1619",1478,13.4
"1620",1384,8.8
"1621",1354,8.3
"1622",1427,5.8
"1623",1347,8.4
"1624",1387,14.9
"1625",1463,10.6
"1626",1366,12.4
"1627",1447,10.9
"1628",1421,9.2
"1629",1441,6.7
"1630",1401,11.7
"1631",1473,12.7
"1632",1408,10.8
"1633",1395,10.1
"1634",1411,12.9
"1635",1432,13.1
"1636",1383,13.9
"1637",1437,10.2
"1638",1400,11.2
"1639",1391,9
"1640",1444,10.2
"1641",1478,13.3
"1642",1457,9
"1643",1352,10.9
"1644",1464,11.6
"1645",1385,12.8
"1646",1444,5.6
"1647",1421,10.4
"1648",1413,14.8
"1649",1400,13.7
"1650",1394,12.9
"1651",1401,11
"1652",1305,14.2
"1653",1390,6.2
"1654",1387,10.1
"1655",1394,13.1
"1656",1393,11.5
"1657",1405,11.9
"1658",1339,15.7
"1659",1387,16.1
"1660",1356,12.5
"1661",1351,13.1
"1662",1400,8.9
"1663",1363,9.2
"1664",1388,7.9
"1665",1462,9.3
"1666",1372,9.3
"1667",1439,9.4
"1668",1350,7.7
"1669",1419,5.3
"1670",1417,9.5
"1671",1439,6.5
"1672",1407,10.6
"1673",1436,8
"1674",1478,9.8
"1675",1432,6.2
"1676",1410,10.7
"1677",1432,13.5
"1678",1445,10.9
"1679",1350,8.6
"1680",1463,7.4
"1681",1395,11.6
"1682",1351,9.4
"1683",1409,11.5
"1684",1391,10.2
"1685",1419,13.3
"1686",1407,7.9
"1687",1410,9.2
"1688",1418,10.1
"1689",1379,16.2
"1690",1429,12.8
"1691",1442,12.4
"1692",1375,16.3
"1693",1328,15.1
"1694",1399,9.4
"1695",1401,15.1
"1696",1413,12.4
"1697",1349,12.8
"1698",1436,15.1
"1699",1411,13.7
"1700",1430,9.5
"1701",1399,11.5
"1702",1412,10.2
"1703",1405,9.3
"1704",1358,10.3
"1705",1411,8.5
"1706",1450,8
"1707",1352,14.9
"1708",1464,15.1
"1709",1377,11.6
"1710",1410,11
"1711",1360,14.7
"1712",1340,8.3
"1713",1446,13.2
"1714",1398,14.3
"1715",1376,10.3
"1716",1436,8.9
"1717",1428,11.2
"1718",1419,11
"1719",1423,13.8
"1720",1459,12.1
"1721",1427,16.3
"1722",1423,8.6
"1723",1343,9.9
"1724",1475,9
"1725",1400,13.7
"1726",1412,10
"1727",1382,10.4
"1728",1467,9.1
"1729",1381,8
"1730",1447,8.6
"1731",1427,11
"1732",1439,13.7
"1733",1443,14.1
"1734",1450,6.6
"1735",1351,10.3
"1736",1400,9.3
"1737",1383,4.9
"1738",1370,7.6
"1739",1429,12.7
"1740",1399,8.5
"1741",1461,12
"1742",1328,13.4
"1743",1366,8.6
"1744",1371,8.1
"1745",1395,10.7
"1746",1397,10.4
"1747",1356,9
"1748",1449,16
"1749",1433,12.1
"1750",1408,12.9
"1751",1430,13.7
"1752",1433,10.3
"1753",1416,11.6
"1754",1473,14.3
"1755",1366,16
"1756",1335,9.5
"1757",1437,9.8
"1758",1487,11
"1759",1436,13.8
"1760",1444,11.2
"1761",1383,9.3
"1762",1396,10.3
"1763",1410,13.8
"1764",1427,8.4
"1765",1425,6.4
"1766",1372,13.3
"1767",1416,15.5
"1768",1430,8.3
"1769",1382,7.9
"1770",1429,12.5
"1771",1456,19.3
"1772",1427,9.2
"1773",1361,7.4
"1774",1337,12.7
"1775",1375,13.6
"1776",1431,12.7
"1777",1434,13.6
"1778",1344,13.5
"1779",1389,10.8
"1780",1471,8.7
"1781",1431,14.5
"1782",1442,13.4
"1783",1406,8.4
"1784",1442,8.9
"1785",1404,6.7
"1786",1435,14.2
"1787",1350,14.3
"1788",1383,10.6
"1789",1312,9.5
"1790",1373,9.8
"1791",1432,8.7
"1792",1373,7.6
"1793",1431,11.5
"1794",1412,16.1
"1795",1384,5.7
"1796",1397,8
"1797",1353,10.4
"1798",1385,5.9
"1799",1435,8.3
"1800",1451,11.5
"1801",1429,10.7
"1802",1431,12.2
"1803",1375,12.7
"1804",1464,10.5
"1805",1388,6.5
"1806",1438,10.2
"1807",1442,12.6
"1808",1410,13.7
"1809",1409,8.3
"1810",1416,7.5
"1811",1395,11.2
"1812",1454,8.7
"1813",1403,14
"1814",1440,9.6
"1815",1381,11.2
"1816",1403,11.3
"1817",1429,10.1
"1818",1365,4.9
"1819",1456,12.4
"1820",1343,14.7
"1821",1413,13.7
"1822",1435,7.4
"1823",1349,11
"1824",1364,13.9
"1825",1408,6.9
"1826",1505,17.3
"1827",1406,10.7
"1828",1361,8.3
"1829",1361,11.4
"1830",1441,13.1
"1831",1456,11.8
"1832",1446,9.2
"1833",1379,10
"1834",1473,12.7
"1835",1392,13.1
"1836",1399,14.7
"1837",1423,5.7
"1838",1400,8.9
"1839",1387,7.4
"1840",1330,9.9
"1841",1364,14.6
"1842",1387,11.2
"1843",1431,12.9
"1844",1422,10.9
"1845",1366,8.2
"1846",1409,16.1
"1847",1475,8.3
"1848",1363,12.1
"1849",1357,6.7
"1850",1391,13.4
"1851",1421,16.9
"1852",1452,15.7
"1853",1404,13.6
"1854",1435,6.8
"1855",1390,6.5
"1856",1397,7.3
"1857",1374,16.2
"1858",1374,8.2
"1859",1417,7.7
"1860",1408,9.6
"1861",1430,9.7
"1862",1357,9
"1863",1377,9.3
"1864",1366,13.3
"1865",1432,9.4
"1866",1388,15.6
"1867",1429,11.5
"1868",1405,8.9
"1869",1407,9.6
"1870",1437,9.6
"1871",1404,13.3
"1872",1398,10.3
"1873",1432,11.3
"1874",1448,15.2
"1875",1390,12.6
"1876",1435,11
"1877",1446,7.6
"1878",1420,11.7
"1879",1454,12.7
"1880",1386,9.3
"1881",1441,8
"1882",1455,11.8
"1883",1491,12
"1884",1431,9.5
"1885",1390,13.6
"1886",1428,10.2
"1887",1407,11.5
"1888",1402,13.5
"1889",1382,14.5
"1890",1390,9.7
"1891",1414,9.9
"1892",1465,10.8
"1893",1414,13.9
"1894",1434,8.2
"1895",1347,7.1
"1896",1343,13.2
"1897",1410,15.3
"1898",1380,8.6
"1899",1375,12.5
"1900",1396,9.3
"1901",1368,10.2
"1902",1390,11.5
"1903",1389,11.5
"1904",1443,16.5
"1905",1411,9.9
"1906",1389,8.5
"1907",1476,12.5
"1908",1394,15.3
"1909",1409,10.1
"1910",1464,8.7
"1911",1425,9
"1912",1469,12.3
"1913",1410,12.3
"1914",1391,8
"1915",1379,8.9
"1916",1401,11.1
"1917",1420,14.3
"1918",1406,6.4
"1919",1368,3.9
"1920",1412,7.7
"1921",1414,19.3
"1922",1434,6.6
"1923",1453,11.5
"1924",1357,11.6
"1925",1432,10.6
"1926",1409,13.2
"1927",1423,11.9
"1928",1438,13.4
"1929",1448,9.2
"1930",1397,16.1
"1931",1362,12.7
"1932",1398,9.5
"1933",1430,12.9
"1934",1395,11.5
"1935",1435,8.1
"1936",1416,11.3
"1937",1410,11.1
"1938",1354,8.2
"1939",1391,9.4
"1940",1452,15
"1941",1422,14.5
"1942",1470,13.1
"1943",1423,14.4
"1944",1431,6.3
"1945",1371,10.9
"1946",1420,11
"1947",1409,8.2
"1948",1391,10.9
"1949",1467,9.8
"1950",1351,13
"1951",1433,15
"1952",1410,9.7
"1953",1435,14
"1954",1394,10.3
"1955",1376,8.8
"1956",1436,8.5
"1957",1423,13
"1958",1441,10.3
"1959",1383,8.2
"1960",1432,9
"1961",1417,15.3
"1962",1416,11.8
"1963",1428,10.1
"1964",1449,15.1
"1965",1409,12.9
"1966",1293,11
"1967",1392,7.3
"1968",1364,11.1
"1969",1413,8
"1970",1410,6.6
"1971",1380,6.9
"1972",1411,10.8
"1973",1412,9.6
"1974",1401,13.4
"1975",1422,15.7
"1976",1472,9.8
"1977",1407,10.3
"1978",1342,13.2
"1979",1466,13.7
"1980",1447,14.6
"1981",1442,9.4
"1982",1377,8.3
"1983",1372,11.5
"1984",1344,10
"1985",1503,12.7
"1986",1446,11.8
"1987",1424,11.6
"1988",1384,11
"1989",1417,11.8
"1990",1375,12.5
"1991",1455,13.1
"1992",1405,11.2
"1993",1395,11
"1994",1388,6.4
"1995",1353,14.2
"1996",1426,14.2
"1997",1408,12.8
"1998",1498,10.4
"1999",1436,11.5
"2000",1400,8.9
"2001",1366,12.1
"2002",1345,8.3
"2003",1416,14.6
"2004",1456,7.3
"2005",1437,12.2
"2006",1420,15.1
"2007",1401,11.7
"2008",1394,12.3
"2009",1406,13.6
"2010",1385,9.6
"2011",1440,15.6
"2012",1447,11.8
"2013",1421,9.2
"2014",1408,15.9
"2015",1393,11.6
"2016",1409,13.1
"2017",1437,9.5
"2018",1357,12.1
"2019",1463,11.9
"2020",1405,11.6
"2021",1449,9.1
"2022",1410,6.9
"2023",1414,11
"2024",1384,9.6
"2025",1448,12.8
"2026",1432,11.2
"2027",1427,12
"2028",1404,13.8
"2029",1391,10.1
"2030",1446,11.4
"2031",1455,16.4
"2032",1406,12.7
"2033",1402,8.5
"2034",1440,12.3
"2035",1349,9
"2036",1431,5.9
"2037",1387,13.1
"2038",1340,9.2
"2039",1424,11.3
"2040",1471,7.1
"2041",1431,12.6
"2042",1460,11.3
"2043",1478,8.7
"2044",1404,10.7
"2045",1364,12
"2046",1452,15.9
"2047",1399,12.8
"2048",1413,9
"2049",1424,12.2
"2050",1415,7.5
"2051",1442,8.3
"2052",1448,8.9
"2053",1427,14.2
"2054",1404,15.1
"2055",1451,10.1
"2056",1407,12.2
"2057",1470,5.6
"2058",1458,10.9
"2059",1419,6.4
"2060",1416,12.1
"2061",1347,9.2
"2062",1446,14.1
"2063",1345,9.1
"2064",1436,12.8
"2065",1397,8
"2066",1362,9.3
"2067",1437,12.7
"2068",1420,6.8
"2069",1346,13.7
"2070",1405,11.7
"2071",1396,15.2
"2072",1439,10
"2073",1444,14.6
"2074",1383,9.8
"2075",1407,11.8
"2076",1418,11.7
"2077",1454,6.1
"2078",1438,11.9
"2079",1387,14.8
"2080",1399,16
"2081",1349,8.1
"2082",1383,11.6
"2083",1426,9.6
"2084",1519,15.9
"2085",1376,10.4
"2086",1444,13
"2087",1397,9.7
"2088",1415,10.1
"2089",1450,8.6
"2090",1359,8.8
"2091",1390,13.4
"2092",1451,10.6
"2093",1387,10.5
"2094",1397,9.3
"2095",1372,11.2
"2096",1402,13.7
"2097",1420,8.7
"2098",1389,12.8
"2099",1453,8.8
"2100",1408,10.2
"2101",1416,10.3
"2102",1390,10.5
"2103",1462,7.2
"2104",1438,12.3
"2105",1380,8.6
"2106",1418,12.5
"2107",1341,8.5
"2108",1486,9.3
"2109",1405,16.1
"2110",1433,10.1
"2111",1483,15.5
"2112",1404,9.3
"2113",1456,7.1
"2114",1450,9.8
"2115",1396,10.4
"2116",1458,12.9
"2117",1418,6.5
"2118",1416,9.3
"2119",1428,11.1
"2120",1383,8.6
"2121",1407,12.9
"2122",1387,6.8
"2123",1405,13
"2124",1496,8.7
"2125",1458,7
"2126",1406,11.8
"2127",1421,6.6
"2128",1355,7.5
"2129",1381,14.7
"2130",1385,11
"2131",1435,8.3
"2132",1396,6.8
"2133",1401,4.5
"2134",1382,8.6
"2135",1439,14.8
"2136",1398,15.2
"2137",1408,11.1
"2138",1398,13.8
"2139",1477,7.4
"2140",1473,6.6
"2141",1419,9.6
"2142",1365,8.5
"2143",1368,14.4
"2144",1404,9
"2145",1408,12.9
"2146",1427,14.4
"2147",1455,11.6
"2148",1454,8.2
"2149",1385,14.1
"2150",1414,10.8
"2151",1450,8.9
"2152",1364,9.6
"2153",1384,8.1
"2154",1342,12.4
"2155",1405,7.4
"2156",1448,11
"2157",1464,12
"2158",1404,12.4
"2159",1479,17.1
"2160",1367,10.9
"2161",1378,15.4
"2162",1466,12.6
"2163",1418,9.9
"2164",1435,12.8
"2165",1426,12.8
"2166",1456,8.2
"2167",1415,8.4
"2168",1385,12.1
"2169",1327,11.1
"2170",1405,9.7
"2171",1374,8
"2172",1449,13.3
"2173",1414,11.9
"2174",1419,12.7
"2175",1391,12.4
"2176",1410,8.5
"2177",1400,14.9
"2178",1463,10.6
"2179",1413,7.1
"2180",1389,10.4
"2181",1359,11.5
"2182",1435,13.7
"2183",1453,12.1
"2184",1375,11.1
"2185",1373,5.5
"2186",1359,11.9
"2187",1411,8.4
"2188",1446,12.2
"2189",1363,10.5
"2190",1407,12.3
"2191",1398,14.4
"2192",1503,9.9
"2193",1381,7.1
"2194",1385,12.2
"2195",1369,11.1
"2196",1413,10.1
"2197",1390,11.1
"2198",1409,12.5
"2199",1436,9.6
"2200",1442,12.7
"2201",1449,11
"2202",1367,10.2
"2203",1376,9.5
"2204",1397,9.7
"2205",1383,10.1
"2206",1390,13.5
"2207",1447,11.3
"2208",1377,11.6
"2209",1394,6.9
"2210",1357,13.1
"2211",1396,12.6
"2212",1407,15.1
"2213",1500,7.8
"2214",1444,11.2
"2215",1423,13.1
"2216",1418,15.2
"2217",1404,7.9
"2218",1381,15.8
"2219",1434,13.8
"2220",1393,10.9
"2221",1409,10.5
"2222",1441,11.5
"2223",1367,11.8
"2224",1428,11
"2225",1404,7.4
"2226",1417,9.7
"2227",1374,11.9
"2228",1441,11.9
"2229",1405,3.9
"2230",1424,11.7
"2231",1333,14
"2232",1375,14.2
"2233",1367,8.2
"2234",1440,12
"2235",1446,12.1
"2236",1385,9.9
"2237",1352,12.7
"2238",1352,8.8
"2239",1400,8.9
"2240",1413,9.1
"2241",1455,8.3
"2242",1414,12.3
"2243",1416,10.6
"2244",1435,11.5
"2245",1334,11
"2246",1410,8.3
"2247",1443,7.7
"2248",1424,7.6
"2249",1390,11.5
"2250",1475,11.6
"2251",1374,11.8
"2252",1352,10.1
"2253",1417,8.7
"2254",1412,9.1
"2255",1447,12.2
"2256",1436,11.5
"2257",1415,14
"2258",1388,12.9
"2259",1382,10.1
"2260",1460,9.3
"2261",1416,12.6
"2262",1431,15.9
"2263",1424,15.8
"2264",1335,8.7
"2265",1369,10.2
"2266",1443,15.4
"2267",1404,8.7
"2268",1480,9.8
"2269",1335,9
"2270",1438,11
"2271",1386,8
"2272",1391,7.8
"2273",1435,9.6
"2274",1389,13.4
"2275",1351,11.4
"2276",1413,7.4
"2277",1397,12.3
"2278",1331,10.5
"2279",1407,7.2
"2280",1348,8.7
"2281",1420,7.3
"2282",1444,8.7
"2283",1456,12.5
"2284",1408,11.8
"2285",1478,9.2
"2286",1338,7.7
"2287",1449,11.2
"2288",1429,14.2
"2289",1477,10.8
"2290",1339,11.1
"2291",1368,9.7
"2292",1437,6.4
"2293",1366,5.3
"2294",1482,6.8
"2295",1352,13.9
"2296",1457,9.3
"2297",1398,6.9
"2298",1372,13.7
"2299",1441,8.8
"2300",1384,7.1
"2301",1366,11.7
"2302",1420,11.2
"2303",1378,12.6
"2304",1437,9.1
"2305",1387,10.7
"2306",1408,11.3
"2307",1409,8.8
"2308",1378,13.8
"2309",1374,11
"2310",1455,8.9
"2311",1387,9.3
"2312",1448,16.1
"2313",1434,13.8
"2314",1439,9.4
"2315",1423,10.8
"2316",1441,9.5
"2317",1378,7.3
"2318",1346,12.9
"2319",1376,6.3
"2320",1346,10.3
"2321",1345,16.1
"2322",1345,9.4
"2323",1448,13.6
"2324",1384,10.3
"2325",1385,8.6
"2326",1380,9.4
"2327",1337,6.5
"2328",1437,10.6
"2329",1396,6.9
"2330",1369,15.6
"2331",1343,9.7
"2332",1388,8.8
"2333",1391,9.2
"2334",1395,12.4
"2335",1431,10.6
"2336",1337,9.4
"2337",1352,8.9
"2338",1373,8.7
"2339",1441,11.5
"2340",1349,9.7
"2341",1381,9.9
"2342",1399,10
"2343",1422,6.7
"2344",1419,13.8
"2345",1405,6.7
"2346",1408,8.5
"2347",1433,8.6
"2348",1422,5.1
"2349",1344,7.9
"2350",1407,14.3
"2351",1445,10.6
"2352",1326,10.9
"2353",1418,11.8
"2354",1407,10.5
"2355",1447,8.3
"2356",1402,11.5
"2357",1450,10.5
"2358",1386,15.1
"2359",1422,9.3
"2360",1402,12.8
"2361",1425,9.8
"2362",1370,10
"2363",1412,7.8
"2364",1512,11.2
"2365",1424,14
"2366",1423,11.9
"2367",1438,12.2
"2368",1411,13
"2369",1459,11.2
"2370",1471,8.1
"2371",1419,14
"2372",1400,8.6
"2373",1354,12.7
"2374",1470,10.7
"2375",1330,9.3
"2376",1434,9.3
"2377",1381,5
"2378",1383,6.5
"2379",1439,12.5
"2380",1396,12.8
"2381",1422,12.3
"2382",1413,14.1
"2383",1382,19
"2384",1355,12.1
"2385",1353,8.4
"2386",1365,14.3
"2387",1373,10.7
"2388",1401,9.8
"2389",1449,17.2
"2390",1437,11.4
"2391",1379,11.2
"2392",1388,12.3
"2393",1452,11.5
"2394",1448,10.3
"2395",1403,12.5
"2396",1405,15.7
"2397",1404,11.5
"2398",1347,16.9
"2399",1397,6.3
"2400",1383,15.1
"2401",1432,12.6
"2402",1461,8.6
"2403",1464,12.3
"2404",1381,8.6
"2405",1343,16
"2406",1424,11.5
"2407",1440,14.8
"2408",1402,6.4
"2409",1457,6.1
"2410",1402,14.7
"2411",1340,10.1
"2412",1365,11.7
"2413",1395,11.2
"2414",1422,8.8
"2415",1351,9.3
"2416",1399,8.4
"2417",1422,7.3
"2418",1388,9.1
"2419",1371,10
"2420",1334,9.1
"2421",1397,6.4
"2422",1413,8.5
"2423",1380,7.4
"2424",1373,8.7
"2425",1443,13.5
"2426",1413,8.1
"2427",1481,10.6
"2428",1353,13.6
"2429",1401,6.9
"2430",1418,5.6
"2431",1405,13.3
"2432",1376,15.7
"2433",1379,10.1
"2434",1421,14
"2435",1423,7.9
"2436",1453,8.1
"2437",1403,6.3
"2438",1416,9.7
"2439",1367,9.9
"2440",1409,12
"2441",1422,11.3
"2442",1338,8.5
"2443",1458,10.8
"2444",1404,9.4
"2445",1426,9.8
"2446",1375,17
"2447",1391,10.6
"2448",1468,11.2
"2449",1359,12.4
"2450",1369,12.1
"2451",1398,9.6
"2452",1393,10.3
"2453",1408,16.3
"2454",1406,9.3
"2455",1362,16.2
"2456",1457,10.6
"2457",1448,14.9
"2458",1406,14.5
"2459",1473,6.8
"2460",1501,10.5
"2461",1418,8
"2462",1444,6.7
"2463",1477,9.1
"2464",1417,12.8
"2465",1442,8.2
"2466",1377,11.4
"2467",1421,8.5
"2468",1354,13
"2469",1454,10.9
"2470",1385,12.7
"2471",1423,9.7
"2472",1429,12.2
"2473",1434,10.2
"2474",1448,11.1
"2475",1434,12.7
"2476",1352,11.9
"2477",1419,9
"2478",1368,11.5
"2479",1412,9.7
"2480",1442,13.4
"2481",1386,5.7
"2482",1355,15.5
"2483",1404,8
"2484",1446,11.6
"2485",1412,8.3
"2486",1435,10.5
"2487",1361,12.9
"2488",1389,11.2
"2489",1443,9.8
"2490",1403,11.3
"2491",1403,12.7
"2492",1405,9.2
"2493",1364,12.3
"2494",1422,9.4
"2495",1407,10.4
"2496",1398,8.7
"2497",1402,9.6
"2498",1317,10.3
"2499",1425,11.3
"2500",1373,11.4
"2501",1520,11.9
"2502",1352,7.2
"2503",1307,11.5
"2504",1379,11.3
"2505",1454,8.9
"2506",1383,11.6
"2507",1409,10.9
"2508",1460,14.3
"2509",1459,6.5
"2510",1405,9.5
"2511",1371,10.3
"2512",1353,4.8
"2513",1395,8.9
"2514",1416,13.4
"2515",1320,9.7
"2516",1385,11.9
"2517",1439,12.4
"2518",1328,16.4
"2519",1386,9.9
"2520",1344,9.9
"2521",1406,13.1
"2522",1419,9.1
"2523",1450,7.9
"2524",1454,13.3
"2525",1399,9.3
"2526",1396,9.7
"2527",1454,13.5
"2528",1422,7.7
"2529",1414,14.6
"2530",1372,9.2
"2531",1465,10.8
"2532",1404,11.7
"2533",1409,14.8
"2534",1417,14.1
"2535",1415,7.5
"2536",1373,11.5
"2537",1407,7.2
"2538",1421,12.1
"2539",1432,7.3
"2540",1380,12.3
"2541",1408,9.2
"2542",1366,13.9
"2543",1445,15.6
"2544",1470,11
"2545",1497,12.3
"2546",1418,8.1
"2547",1449,6.6
"2548",1389,9.9
"2549",1379,11.3
"2550",1447,8.7
"2551",1407,12.3
"2552",1424,10
"2553",1491,9
"2554",1432,9.9
"2555",1445,15.9
"2556",1478,6.9
"2557",1433,13.2
"2558",1451,12.6
"2559",1379,9.9
"2560",1390,11.6
"2561",1379,12.9
"2562",1396,10.5
"2563",1393,16.8
"2564",1412,15
"2565",1372,16.7
"2566",1450,10.3
"2567",1428,9.2
"2568",1422,13.2
"2569",1443,11.3
"2570",1344,9.8
"2571",1392,3.6
"2572",1344,10.1
"2573",1435,9.7
"2574",1475,10.8
"2575",1450,12.9
"2576",1461,7.4
"2577",1394,11.1
"2578",1491,8.7
"2579",1405,12.2
"2580",1366,13.2
"2581",1428,12.7
"2582",1419,9
"2583",1425,12.8
"2584",1384,10.6
"2585",1385,8
"2586",1407,10.1
"2587",1283,9.1
"2588",1400,9
"2589",1394,9.9
"2590",1387,8.6
"2591",1347,12.9
"2592",1421,7.5
"2593",1372,8.8
"2594",1436,13.8
"2595",1412,10.2
"2596",1397,8.3
"2597",1407,12
"2598",1387,14
"2599",1395,11.9
"2600",1387,12.5
"2601",1414,11.8
"2602",1431,8.1
"2603",1397,12.9
"2604",1372,9.6
"2605",1413,12.6
"2606",1461,7.5
"2607",1428,7.3
"2608",1423,6.9
"2609",1363,9.3
"2610",1424,12.2
"2611",1394,12.4
"2612",1406,12.5
"2613",1375,5.9
"2614",1372,11.8
"2615",1437,15.2
"2616",1455,9.1
"2617",1449,9.8
"2618",1401,9.1
"2619",1441,14.3
"2620",1448,6.6
"2621",1357,16.5
"2622",1344,7.3
"2623",1382,11.5
"2624",1411,10.3
"2625",1422,14
"2626",1371,9.4
"2627",1425,17.4
"2628",1400,8.9
"2629",1369,14.1
"2630",1397,7.6
"2631",1432,12
"2632",1425,11.2
"2633",1331,8
"2634",1332,9
"2635",1416,11.8
"2636",1430,12.6
"2637",1397,10.4
"2638",1471,11.5
"2639",1442,5.9
"2640",1370,10.6
"2641",1405,9.1
"2642",1454,10
"2643",1416,13.1
"2644",1363,9.1
"2645",1418,19
"2646",1450,11.8
"2647",1451,12.3
"2648",1381,10.2
"2649",1403,12.2
"2650",1376,7.6
"2651",1352,14.3
"2652",1367,9
"2653",1430,10.7
"2654",1434,13.9
"2655",1444,9.5
"2656",1398,10.4
"2657",1412,12.6
"2658",1343,10.4
"2659",1404,11.4
"2660",1387,12.2
"2661",1419,8.1
"2662",1440,5.6
"2663",1421,11.2
"2664",1410,8.9
"2665",1397,9.2
"2666",1469,13.1
"2667",1449,5.1
"2668",1431,10.1
"2669",1337,9
"2670",1368,10.3
"2671",1386,14
"2672",1439,11.6
"2673",1414,9.5
"2674",1423,9.1
"2675",1408,9.2
"2676",1379,18
"2677",1456,7.4
"2678",1457,13.1
"2679",1409,11.6
"2680",1497,10.4
